"sender","recipient","interactiontime"
"E","ss","2013-06-18 21:37:08"
"E","HF","2014-02-06 17:49:02"
"E","ss","2014-03-20 22:31:22"
"E","T","2013-10-27 15:54:57"
"E","ss","2013-06-21 14:27:40"
"E","AA","2013-11-19 20:41:33"
"E","AA","2013-09-01 17:09:17"
"E","T","2014-05-15 06:01:48"
"E","DC","2014-02-03 19:16:09"
"E","CB","2014-03-20 19:17:05"
"E","DC","2014-02-04 07:40:51"
"E","ss","2014-03-25 16:11:27"
"E","ss","2013-09-16 19:33:53"
"E","AA","2013-09-19 16:45:09"
"E","AA","2014-05-25 18:38:26"
"E","ss","2014-01-05 12:58:23"
"E","ss","2013-08-27 23:13:13"
"E","AA","2013-12-19 22:27:36"
"E","ss","2014-03-27 11:35:21"
"E","DC","2014-03-29 17:14:30"
"E","ss","2013-08-28 23:17:47"
"E","DC","2013-08-11 18:06:57"
"E","AA","2013-11-24 16:05:25"
"E","DC","2013-12-07 10:47:13"
"E","ss","2013-08-29 07:17:30"
"E","AA","2014-02-05 09:09:45"
"E","DC","2014-03-31 10:55:08"
"E","T","2014-03-12 16:40:09"
"E","AA","2013-09-04 08:58:26"
"E","AA","2013-12-22 09:49:49"
"E","DC","2013-09-05 08:55:57"
"E","ss","2013-08-30 07:43:36"
"E","AA","2014-02-06 16:57:27"
"E","DC","2013-10-27 15:50:18"
"E","ss","2013-07-20 21:16:21"
"E","ss","2013-08-31 18:08:54"
"E","AA","2013-09-22 00:27:50"
"E","AA","2014-06-06 20:02:21"
"E","AA","2014-05-15 06:06:01"
"E","HF","2014-02-18 19:33:49"
"E","T","2013-12-07 10:41:47"
"E","ss","2014-01-20 13:52:25"
"E","JC","2014-01-26 12:25:05"
"E","AA","2013-11-06 10:42:59"
"E","ss","2013-07-30 17:05:43"
"E","AA","2013-10-16 17:41:43"
"E","ss","2013-09-01 17:17:31"
"E","AA","2014-02-08 11:59:00"
"E","HF","2014-04-11 18:23:43"
"E","DC","2014-02-20 18:37:26"
"E","ss","2013-08-01 13:34:36"
"E","AA","2013-11-28 08:46:29"
"E","HF","2013-10-05 14:30:02"
"E","JC","2014-01-29 13:54:39"
"E","AA","2014-02-09 09:03:12"
"E","JC","2014-06-05 13:22:36"
"E","ss","2013-08-03 20:33:25"
"E","AA","2014-01-10 22:07:27"
"E","CB","2014-06-02 13:27:43"
"E","ss","2014-01-29 21:08:57"
"E","AA","2013-10-18 21:39:08"
"E","JC","2014-01-30 16:43:10"
"E","AA","2013-11-09 12:35:22"
"E","ss","2013-09-22 17:03:34"
"E","JC","2014-05-25 18:36:43"
"E","JC","2014-04-07 20:15:31"
"E","ss","2013-09-02 08:59:34"
"E","AA","2014-02-11 08:38:25"
"E","DC","2013-11-02 10:52:16"
"E","T","2013-11-07 12:48:52"
"E","ss","2013-09-03 08:36:35"
"E","AA","2014-02-11 22:05:45"
"E","DC","2014-05-25 18:40:22"
"E","AA","2013-07-21 23:35:06"
"E","DC","2013-09-28 18:09:25"
"E","AA","2014-06-02 13:27:24"
"E","HF","2014-04-19 09:55:33"
"E","DC","2013-11-04 16:12:21"
"E","AA","2014-03-08 23:39:08"
"E","AA","2013-10-20 22:02:21"
"E","HF","2013-10-09 22:26:10"
"E","AA","2013-09-09 08:43:46"
"E","CB","2014-05-15 06:06:32"
"E","JC","2013-12-30 12:53:02"
"E","ss","2014-02-12 12:26:33"
"E","DC","2014-03-01 08:31:55"
"E","ss","2014-04-14 12:18:55"
"E","AA","2014-01-13 13:10:39"
"E","AA","2013-10-21 18:38:00"
"E","JC","2014-02-08 11:59:55"
"E","AA","2014-02-13 20:34:30"
"E","T","2014-05-25 18:36:04"
"E","DC","2014-03-01 19:52:09"
"E","AA","2013-09-26 20:12:25"
"E","AA","2014-02-14 09:02:17"
"E","DC","2014-03-03 16:24:30"
"E","ss","2014-04-16 08:55:45"
"E","HF","2013-07-03 12:31:09"
"E","AA","2014-01-14 14:24:16"
"E","AA","2014-06-03 11:06:52"
"E","ss","2014-05-29 17:10:33"
"E","AA","2013-10-22 12:31:44"
"E","DC","2013-11-12 07:36:13"
"E","ss","2013-09-28 18:18:09"
"E","AA","2013-08-14 21:22:58"
"E","DC","2013-08-27 11:08:56"
"E","CB","2014-03-07 23:25:39"
"E","CB","2014-05-29 17:15:11"
"E","ss","2013-10-01 09:44:35"
"E","JC","2014-01-01 12:50:43"
"E","JC","2014-04-16 08:56:34"
"E","JC","2014-05-15 06:06:28"
"E","ss","2013-09-08 17:18:13"
"E","AA","2013-12-29 16:45:38"
"E","DC","2014-03-08 23:31:49"
"E","AA","2013-11-12 07:36:13"
"E","T","2013-11-12 07:38:17"
"E","CB","2014-04-01 08:25:53"
"E","ss","2013-08-14 21:22:58"
"E","AA","2013-12-07 10:45:08"
"E","JC","2014-04-16 19:38:02"
"E","CB","2014-05-30 06:47:28"
"E","AA","2013-11-12 15:38:52"
"E","AA","2013-10-05 14:30:02"
"E","ss","2014-03-05 11:34:49"
"E","AA","2013-10-23 10:09:45"
"E","T","2013-11-13 12:35:40"
"E","DC","2014-01-14 11:33:01"
"E","AA","2013-10-24 09:23:24"
"E","JC","2014-06-01 13:50:08"
"E","DC","2013-08-29 15:25:12"
"E","AA","2013-11-13 15:22:58"
"E","AA","2014-01-19 10:59:12"
"E","AA","2013-11-14 15:45:53"
"E","ss","2013-10-16 17:41:06"
"E","AA","2014-03-16 17:44:31"
"E","HF","2013-09-05 08:56:49"
"E","AA","2014-05-29 17:15:11"
"E","ss","2013-05-09 10:12:42"
"E","JC","2014-03-23 15:04:56"
"E","ss","2013-10-22 18:18:25"
"E","DC","2014-01-19 18:29:05"
"E","ss","2014-03-12 14:20:43"
"E","T","2013-10-20 13:16:10"
"E","JC","2014-06-02 05:26:11"
"E","AA","2014-02-21 18:38:33"
"E","HF","2014-06-02 13:46:47"
"E","DC","2014-03-12 16:39:13"
"E","DC","2013-09-16 19:37:45"
"E","AA","2013-10-27 15:56:24"
"E","ss","2013-05-29 20:29:25"
"E","AA","2014-01-01 12:51:37"
"E","CB","2014-05-25 18:35:43"
"E","ss","2013-06-01 16:28:20"
"E","AA","2014-03-19 10:14:28"
"E","AA","2013-10-28 16:41:13"
"E","JC","2014-06-02 13:27:43"
"E","AA","2013-09-17 13:01:51"
"E","ss","2013-06-05 16:58:38"
"E","DC","2014-03-13 21:03:54"
"E","T","2013-11-19 18:50:25"
"E","AA","2013-12-12 13:40:28"
"E","T","2013-12-29 16:46:08"
"E","ss","2013-06-10 21:21:48"
"E","T","2013-11-20 10:06:10"
"E","HF","2014-05-25 18:38:17"
"E","AA","2013-09-18 16:30:13"
"E","AA","2014-01-29 21:08:57"
"E","AA","2014-04-19 09:55:56"
"E","ss","2013-06-19 14:28:08"
"E","HF","2014-05-15 06:06:32"
"E","AA","2013-11-19 18:49:46"
"E","AA","2014-01-30 14:09:27"
"E","DC","2014-02-03 18:33:31"
"E","JC","2014-02-25 21:09:33"
"E","DC","2013-09-02 09:01:21"
"E","ss","2013-06-24 10:25:31"
"E","HF","2014-02-08 11:59:55"
"E","ss","2014-03-24 15:31:26"
"E","AA","2013-10-31 16:48:03"
"E","HF","2014-02-10 16:22:00"
"E","DC","2013-09-19 16:50:26"
"E","JC","2014-01-13 09:04:32"
"E","AA","2013-09-02 09:01:21"
"E","AA","2014-02-02 18:17:15"
"E","JC","2014-05-29 17:10:55"
"E","DC","2014-03-24 15:32:59"
"E","JC","2014-03-30 10:41:43"
"E","AA","2014-03-23 15:06:31"
"E","ss","2013-08-28 16:18:56"
"E","ss","2014-03-28 19:13:58"
"E","DC","2013-10-23 10:12:13"
"E","T","2014-03-11 17:06:47"
"E","T","2013-12-02 20:57:53"
"E","AA","2014-03-24 15:31:26"
"E","AA","2013-09-03 08:36:35"
"E","AA","2014-02-04 07:35:57"
"E","AA","2014-03-25 18:04:53"
"E","ss","2013-07-13 21:27:29"
"E","HF","2014-02-15 12:27:15"
"E","AA","2014-03-27 11:36:14"
"E","JC","2014-01-20 08:22:57"
"E","CB","2014-04-19 09:52:47"
"E","DC","2013-08-14 19:44:57"
"E","AA","2013-12-22 10:56:14"
"E","ss","2014-03-31 10:55:08"
"E","AA","2013-11-02 13:15:40"
"E","ss","2014-06-09 06:37:02"
"E","DC","2013-08-15 09:06:44"
"E","ss","2014-04-02 06:44:01"
"E","T","2013-10-31 23:24:33"
"E","ss","2013-07-24 18:11:05"
"E","DC","2014-04-21 08:30:27"
"E","AA","2013-11-26 10:10:57"
"E","AA","2013-09-05 08:55:44"
"E","DC","2014-02-18 19:33:49"
"E","AA","2013-09-05 09:27:29"
"E","HF","2014-04-07 20:17:57"
"E","JC","2014-03-06 15:04:52"
"E","AA","2013-09-22 17:03:41"
"E","AA","2014-06-06 20:05:36"
"E","JC","2013-12-27 16:17:09"
"E","AA","2014-05-15 06:07:12"
"E","AA","2013-11-06 10:49:45"
"E","DC","2013-12-29 16:45:38"
"E","ss","2014-01-23 09:15:33"
"E","AA","2013-10-16 17:56:39"
"E","JC","2014-03-08 23:36:31"
"E","ss","2013-08-02 08:09:00"
"E","AA","2013-11-28 10:17:37"
"E","AA","2013-11-28 21:35:51"
"E","AA","2014-02-10 16:22:00"
"E","CB","2014-02-26 17:54:12"
"E","HF","2014-04-14 12:17:40"
"E","AA","2013-06-28 20:18:27"
"E","JC","2014-05-25 18:39:28"
"E","T","2013-12-10 11:03:59"
"E","HF","2014-05-29 17:06:47"
"E","CB","2014-03-28 19:16:09"
"E","AA","2014-01-12 11:44:54"
"E","JC","2014-02-02 18:18:37"
"E","ss","2013-09-03 17:32:54"
"E","CB","2014-03-01 08:28:57"
"E","CB","2014-05-28 18:11:52"
"E","AA","2013-07-25 12:17:43"
"E","HF","2014-03-01 16:38:16"
"E","DC","2013-09-29 11:47:58"
"E","AA","2014-02-12 08:06:02"
"E","DC","2014-02-26 18:00:03"
"E","T","2014-01-14 11:32:25"
"E","ss","2014-04-12 22:18:17"
"E","AA","2014-03-09 08:46:37"
"E","DC","2013-09-10 10:02:09"
"E","AA","2014-04-02 18:59:51"
"E","ss","2013-09-04 19:26:24"
"E","AA","2013-09-09 13:01:02"
"E","T","2014-01-15 08:20:42"
"E","AA","2013-11-10 15:17:21"
"E","AA","2013-12-01 18:38:55"
"E","AA","2013-10-21 14:59:45"
"E","AA","2014-02-13 10:35:11"
"E","DC","2014-03-01 08:37:37"
"E","JC","2013-12-31 09:08:42"
"E","CB","2014-06-03 11:05:17"
"E","HF","2014-03-05 12:28:40"
"E","AA","2013-10-21 18:41:53"
"E","ss","2013-08-10 16:39:14"
"E","AA","2013-08-09 10:25:35"
"E","T","2014-04-11 18:23:43"
"E","ss","2014-05-15 06:07:38"
"E","T","2014-01-22 13:19:30"
"E","ss","2014-04-16 19:36:13"
"E","AA","2013-11-11 14:11:24"
"E","AA","2013-09-27 15:25:57"
"E","AA","2013-08-10 16:41:25"
"E","ss","2014-02-23 20:36:00"
"E","ss","2014-04-17 18:11:15"
"E","JC","2014-03-15 16:58:17"
"E","AA","2013-08-13 09:01:00"
"E","T","2013-12-19 17:17:02"
"E","AA","2013-10-22 19:55:14"
"E","JC","2013-12-07 10:44:40"
"E","CB","2014-05-29 17:06:47"
"E","ss","2014-02-26 18:00:38"
"E","ss","2014-04-19 09:50:19"
"E","AA","2014-01-16 10:06:47"
"E","ss","2014-03-03 11:15:58"
"E","AA","2014-04-07 20:17:57"
"E","JC","2014-02-14 12:54:15"
"E","DC","2014-05-29 17:10:17"
"E","DC","2013-11-14 15:46:02"
"E","T","2013-11-12 15:38:52"
"E","JC","2014-03-19 06:31:36"
"E","AA","2014-03-12 16:39:13"
"E","ss","2013-10-09 22:22:45"
"E","AA","2013-10-23 10:19:27"
"E","ss","2013-09-10 10:02:09"
"E","ss","2013-10-12 12:32:20"
"E","DC","2013-09-14 22:49:48"
"E","T","2013-09-16 19:35:21"
"E","AA","2013-08-21 16:31:20"
"E","AA","2013-10-24 16:49:59"
"E","AA","2014-04-12 22:15:47"
"E","ss","2013-09-10 20:18:04"
"E","T","2014-02-13 10:36:38"
"E","CB","2014-04-02 18:57:42"
"E","HF","2013-11-19 18:50:05"
"E","AA","2014-02-19 17:02:18"
"E","HF","2014-06-02 05:26:11"
"E","AA","2014-05-29 17:08:07"
"E","JC","2014-04-19 09:52:09"
"E","AA","2014-04-14 12:17:40"
"E","ss","2013-10-21 18:32:56"
"E","ss","2013-08-20 14:44:04"
"E","AA","2014-02-21 15:01:03"
"E","JC","2013-12-17 13:45:22"
"E","DC","2013-10-13 22:21:52"
"E","AA","2013-09-16 19:32:26"
"E","DC","2013-08-31 18:18:50"
"E","JC","2014-03-25 16:11:27"
"E","ss","2013-10-25 23:22:33"
"E","ss","2013-08-21 16:26:58"
"E","AA","2013-08-28 23:11:03"
"E","AA","2013-12-10 10:59:46"
"E","AA","2013-10-28 10:03:51"
"E","ss","2013-05-30 23:37:48"
"E","T","2014-02-24 13:33:35"
"E","JC","2014-03-26 19:35:26"
"E","AA","2013-08-29 07:10:26"
"E","CB","2014-05-25 18:38:26"
"E","ss","2013-06-02 22:17:59"
"E","JC","2014-03-27 11:40:12"
"E","ss","2013-08-22 10:12:01"
"E","JC","2014-02-22 21:38:45"
"E","AA","2014-02-23 16:12:21"
"E","HF","2014-06-03 11:06:52"
"E","DC","2013-09-01 17:09:17"
"E","JC","2013-12-22 10:55:54"
"E","ss","2013-06-07 19:14:31"
"E","AA","2014-03-20 15:25:23"
"E","CB","2014-04-09 16:18:00"
"E","ss","2013-06-12 20:27:26"
"E","JC","2014-03-29 08:50:00"
"E","AA","2014-01-28 19:11:16"
"E","DC","2014-01-30 14:08:42"
"E","AA","2014-04-19 09:47:03"
"E","HF","2013-12-09 13:01:30"
"E","AA","2014-02-25 07:17:20"
"E","ss","2013-06-18 20:30:08"
"E","DC","2014-02-02 10:50:39"
"E","DC","2013-10-20 22:31:45"
"E","T","2013-10-27 15:54:41"
"E","CB","2014-03-19 10:14:28"
"E","ss","2013-06-20 18:55:52"
"E","DC","2013-12-01 06:43:54"
"E","DC","2014-02-03 19:13:05"
"E","T","2013-10-28 11:17:18"
"E","ss","2013-06-26 13:18:31"
"E","T","2014-03-10 15:00:36"
"E","DC","2013-08-08 22:25:09"
"E","DC","2014-02-04 07:39:40"
"E","JC","2014-06-03 11:08:40"
"E","AA","2013-09-19 16:44:00"
"E","JC","2013-12-24 09:10:07"
"E","ss","2013-06-27 21:49:55"
"E","AA","2014-01-05 12:59:32"
"E","AA","2014-05-25 18:38:17"
"E","JC","2014-01-14 11:33:35"
"E","AA","2013-12-19 17:17:02"
"E","JC","2014-03-01 13:58:28"
"E","ss","2013-06-30 22:39:15"
"E","ss","2014-06-06 20:06:21"
"E","T","2013-12-01 18:39:18"
"E","HF","2013-09-19 16:49:01"
"E","ss","2013-08-28 23:14:31"
"E","AA","2014-02-03 18:35:54"
"E","JC","2014-05-30 06:47:28"
"E","CB","2014-06-06 20:06:21"
"E","ss","2013-07-03 15:59:41"
"E","AA","2013-11-24 16:04:17"
"E","DC","2013-12-07 10:46:43"
"E","ss","2014-01-10 22:07:27"
"E","ss","2013-08-29 07:14:40"
"E","AA","2014-03-01 10:26:05"
"E","ss","2013-07-09 14:32:10"
"E","T","2014-03-12 16:37:55"
"E","HF","2014-02-13 17:35:45"
"E","HF","2013-09-22 00:27:50"
"E","ss","2013-08-29 21:24:49"
"E","AA","2013-12-22 09:45:41"
"E","HF","2014-04-02 08:23:15"
"E","JC","2014-03-03 16:23:44"
"E","AA","2013-09-20 22:08:51"
"E","ss","2013-08-30 07:43:11"
"E","T","2013-10-31 16:48:03"
"E","AA","2013-11-25 20:50:57"
"E","JC","2014-01-21 22:02:24"
"E","ss","2013-08-31 18:03:16"
"E","ss","2014-04-02 08:23:48"
"E","JC","2014-03-05 12:28:40"
"E","ss","2013-09-19 16:51:46"
"E","CB","2014-03-23 15:04:56"
"E","ss","2013-07-25 23:07:30"
"E","AA","2014-01-08 19:18:03"
"E","AA","2014-03-29 08:53:14"
"E","AA","2014-05-15 06:05:34"
"E","DC","2013-12-28 19:18:05"
"E","ss","2014-01-20 08:21:21"
"E","JC","2014-01-26 12:21:54"
"E","CB","2014-03-24 15:32:32"
"E","HF","2014-02-21 18:37:07"
"E","JC","2014-04-04 17:44:25"
"E","ss","2013-09-01 17:09:17"
"E","AA","2013-09-05 19:24:22"
"E","AA","2014-02-08 10:49:00"
"E","AA","2013-12-24 09:09:15"
"E","CB","2014-03-25 18:03:58"
"E","JC","2014-01-28 19:11:52"
"E","DC","2013-10-31 12:09:39"
"E","JC","2014-03-09 08:38:58"
"E","ss","2013-08-03 20:31:41"
"E","T","2014-04-02 19:00:46"
"E","HF","2014-02-24 13:33:35"
"E","ss","2014-01-28 19:11:16"
"E","AA","2013-10-18 19:14:12"
"E","T","2013-10-01 09:41:47"
"E","JC","2014-01-30 14:09:27"
"E","AA","2014-01-11 10:03:44"
"E","JC","2014-05-25 18:33:06"
"E","JC","2014-04-07 20:13:21"
"E","AA","2014-03-31 10:56:28"
"E","T","2014-01-12 11:44:54"
"E","ss","2014-04-10 18:34:39"
"E","T","2013-10-03 19:58:48"
"E","ss","2013-09-03 08:12:16"
"E","AA","2014-06-02 05:26:11"
"E","HF","2014-05-29 17:10:55"
"E","DC","2014-05-25 18:35:51"
"E","CB","2014-02-28 18:20:21"
"E","T","2014-01-13 13:10:39"
"E","JC","2013-12-29 17:41:21"
"E","DC","2013-09-28 18:07:46"
"E","JC","2014-02-03 18:35:54"
"E","AA","2014-06-09 06:37:02"
"E","JC","2014-04-11 19:46:28"
"E","AA","2013-09-09 07:40:47"
"E","CB","2014-05-15 06:01:48"
"E","DC","2013-09-10 21:30:58"
"E","T","2013-09-05 08:51:52"
"E","ss","2014-05-28 18:11:52"
"E","ss","2014-04-14 12:15:54"
"E","AA","2013-09-25 23:15:54"
"E","AA","2013-10-21 18:36:53"
"E","JC","2014-02-08 10:49:00"
"E","AA","2013-09-10 10:05:44"
"E","AA","2014-02-13 17:35:45"
"E","DC","2013-11-10 15:17:52"
"E","AA","2013-09-26 18:52:13"
"E","ss","2013-08-09 22:09:09"
"E","JC","2014-04-12 22:15:27"
"E","ss","2014-02-18 16:15:07"
"E","AA","2013-10-21 19:16:11"
"E","JC","2014-02-09 09:03:12"
"E","AA","2013-09-10 21:30:58"
"E","AA","2014-02-14 09:01:34"
"E","JC","2014-03-13 21:02:09"
"E","AA","2014-01-14 11:33:01"
"E","ss","2014-05-29 17:06:47"
"E","DC","2014-01-08 15:34:04"
"E","JC","2014-04-14 06:00:23"
"E","AA","2013-10-22 12:28:04"
"E","T","2013-10-09 22:26:10"
"E","AA","2014-06-03 18:43:22"
"E","ss","2013-09-28 18:15:14"
"E","T","2013-12-19 22:44:23"
"E","HF","2013-10-23 10:08:27"
"E","AA","2014-02-16 19:57:36"
"E","CB","2014-05-29 17:10:55"
"E","JC","2014-03-16 17:44:54"
"E","ss","2013-10-01 09:43:11"
"E","JC","2014-01-01 12:48:38"
"E","ss","2013-08-13 20:54:01"
"E","AA","2014-01-15 08:22:03"
"E","JC","2014-04-16 08:54:37"
"E","JC","2014-05-15 06:05:34"
"E","CB","2014-03-08 23:38:01"
"E","AA","2013-12-29 16:44:06"
"E","DC","2014-03-08 23:30:48"
"E","AA","2013-11-12 07:35:24"
"E","T","2013-11-12 07:33:01"
"E","JC","2014-03-18 10:20:55"
"E","AA","2014-05-28 18:11:52"
"E","AA","2013-12-07 10:44:40"
"E","JC","2014-04-16 19:34:56"
"E","AA","2013-11-12 12:40:44"
"E","AA","2013-10-23 10:08:27"
"E","AA","2014-04-12 14:19:46"
"E","JC","2014-02-16 10:59:28"
"E","AA","2013-12-30 15:25:40"
"E","ss","2014-04-22 10:26:54"
"E","T","2013-11-13 10:30:03"
"E","AA","2013-11-13 12:35:00"
"E","AA","2013-12-09 10:15:52"
"E","DC","2014-01-15 08:22:03"
"E","T","2013-12-24 09:09:15"
"E","ss","2013-09-10 21:19:10"
"E","CB","2014-03-12 16:39:50"
"E","AA","2013-11-13 20:48:06"
"E","AA","2014-01-19 18:30:21"
"E","AA","2014-06-04 11:49:18"
"E","ss","2013-10-18 13:17:17"
"E","JC","2014-01-05 12:52:59"
"E","AA","2014-05-29 17:13:55"
"E","AA","2013-10-25 23:20:10"
"E","DC","2013-11-19 18:51:07"
"E","JC","2014-03-23 15:02:32"
"E","AA","2013-08-27 08:43:03"
"E","AA","2014-02-21 18:37:39"
"E","HF","2014-06-02 13:46:25"
"E","T","2014-02-23 16:12:21"
"E","DC","2013-09-16 17:56:18"
"E","AA","2013-08-27 12:45:33"
"E","AA","2014-01-22 13:19:30"
"E","AA","2013-10-27 15:54:57"
"E","JC","2014-02-21 18:37:07"
"E","ss","2013-05-29 13:03:37"
"E","AA","2014-01-01 12:50:43"
"E","AA","2014-03-18 15:46:21"
"E","T","2013-09-19 16:49:01"
"E","ss","2013-08-21 18:15:52"
"E","CB","2014-06-05 13:23:24"
"E","JC","2014-04-21 08:30:27"
"E","CB","2014-05-25 18:33:06"
"E","HF","2013-12-02 20:58:37"
"E","AA","2014-03-19 09:00:43"
"E","AA","2013-10-28 16:37:15"
"E","T","2013-11-19 18:48:44"
"E","JC","2013-12-22 13:00:10"
"E","ss","2013-12-02 18:55:22"
"E","AA","2013-10-09 22:26:10"
"E","HF","2014-05-25 18:36:52"
"E","DC","2013-08-05 14:59:48"
"E","HF","2014-03-24 15:32:59"
"E","T","2014-02-28 17:51:09"
"E","AA","2014-01-29 15:59:42"
"E","T","2014-01-01 12:50:43"
"E","AA","2014-04-19 09:54:21"
"E","DC","2013-10-20 13:16:10"
"E","ss","2013-06-19 09:36:37"
"E","HF","2014-05-15 06:01:48"
"E","AA","2013-11-19 18:48:08"
"E","T","2013-11-23 19:53:18"
"E","DC","2014-02-03 18:30:29"
"E","DC","2013-09-02 08:59:34"
"E","ss","2013-12-28 10:43:44"
"E","T","2014-05-15 06:08:56"
"E","T","2014-01-02 18:16:33"
"E","AA","2013-10-31 16:46:59"
"E","T","2014-03-10 16:05:25"
"E","AA","2013-11-21 12:24:21"
"E","DC","2013-09-19 16:49:01"
"E","JC","2014-01-13 06:52:39"
"E","ss","2013-08-27 08:44:02"
"E","AA","2013-09-02 08:58:45"
"E","AA","2014-02-02 10:51:22"
"E","JC","2014-05-29 17:08:41"
"E","ss","2014-03-25 18:04:27"
"E","AA","2013-09-19 17:00:54"
"E","AA","2014-03-23 15:04:06"
"E","DC","2013-10-23 10:10:17"
"E","DC","2013-09-04 08:58:26"
"E","AA","2014-01-06 10:06:21"
"E","AA","2013-11-23 19:53:18"
"E","T","2013-12-02 18:55:22"
"E","AA","2014-03-24 15:27:00"
"E","AA","2013-09-03 08:12:10"
"E","DC","2013-10-24 16:48:47"
"E","JC","2014-03-02 21:29:01"
"E","AA","2013-09-20 10:06:48"
"E","AA","2014-03-27 11:35:21"
"E","JC","2014-01-20 08:21:21"
"E","CB","2014-04-19 09:49:03"
"E","AA","2013-12-22 09:58:31"
"E","AA","2013-11-02 10:53:03"
"E","JC","2014-06-04 11:49:47"
"E","ss","2013-07-24 15:54:43"
"E","AA","2013-11-26 10:10:44"
"E","DC","2013-12-19 22:44:23"
"E","AA","2013-10-14 22:22:50"
"E","ss","2013-08-31 18:19:32"
"E","AA","2013-09-05 08:48:20"
"E","DC","2014-02-18 19:24:40"
"E","AA","2014-06-06 20:05:03"
"E","AA","2014-05-15 06:06:59"
"E","T","2013-12-07 10:48:55"
"E","ss","2013-09-01 16:02:04"
"E","DC","2014-02-19 17:02:54"
"E","ss","2014-04-04 17:44:25"
"E","AA","2013-11-06 10:46:46"
"E","DC","2013-12-29 16:45:01"
"E","AA","2013-10-16 17:51:45"
"E","JC","2014-03-08 23:30:20"
"E","ss","2013-09-20 22:09:33"
"E","AA","2014-03-05 12:29:36"
"E","HF","2014-06-06 20:05:03"
"E","AA","2013-11-28 08:49:05"
"E","AA","2013-10-18 13:14:14"
"E","JC","2014-01-29 21:08:57"
"E","DC","2014-02-21 18:37:56"
"E","ss","2014-04-07 20:15:31"
"E","ss","2013-08-03 21:23:00"
"E","CB","2014-06-02 13:47:06"
"E","HF","2014-02-25 07:19:02"
"E","ss","2013-09-22 19:25:44"
"E","JC","2014-05-25 18:38:17"
"E","T","2013-12-10 11:01:45"
"E","HF","2014-05-29 17:06:12"
"E","ss","2014-04-11 18:17:45"
"E","CB","2014-03-28 19:15:51"
"E","ss","2013-08-05 07:53:43"
"E","T","2014-04-04 15:18:18"
"E","HF","2014-02-28 18:20:21"
"E","JC","2014-02-02 18:16:37"
"E","AA","2013-09-08 16:20:11"
"E","DC","2013-08-21 16:31:51"
"E","HF","2014-04-17 18:11:26"
"E","DC","2014-02-23 16:12:21"
"E","T","2013-11-09 12:35:22"
"E","HF","2014-03-01 08:36:07"
"E","JC","2014-04-11 08:28:28"
"E","AA","2013-10-20 13:17:25"
"E","AA","2014-04-02 08:23:48"
"E","ss","2013-09-04 08:57:27"
"E","AA","2014-06-02 13:46:25"
"E","ss","2014-04-12 22:15:47"
"E","AA","2014-03-09 08:38:58"
"E","T","2013-12-12 22:25:49"
"E","AA","2013-09-09 13:00:17"
"E","AA","2013-11-10 15:17:09"
"E","JC","2013-12-30 15:25:40"
"E","JC","2014-04-12 14:19:46"
"E","AA","2013-10-21 14:57:37"
"E","DC","2014-03-01 08:36:07"
"E","JC","2013-12-31 09:05:56"
"E","T","2014-04-09 11:50:55"
"E","AA","2013-10-21 18:40:54"
"E","ss","2014-04-15 10:28:45"
"E","ss","2013-09-25 23:15:54"
"E","ss","2014-05-15 06:06:28"
"E","DC","2014-01-05 12:59:32"
"E","T","2013-12-17 13:45:22"
"E","AA","2013-11-11 13:43:06"
"E","AA","2013-12-05 14:06:48"
"E","JC","2014-02-10 19:19:24"
"E","AA","2014-02-16 10:58:32"
"E","ss","2013-08-12 21:53:23"
"E","JC","2014-04-14 12:20:58"
"E","AA","2013-10-22 18:17:17"
"E","HF","2013-10-22 12:30:19"
"E","JC","2014-02-11 22:04:58"
"E","CB","2014-05-29 17:06:19"
"E","AA","2013-08-15 09:14:35"
"E","ss","2014-04-19 09:45:45"
"E","AA","2014-01-16 06:45:42"
"E","T","2013-12-22 09:53:45"
"E","JC","2014-05-15 06:08:56"
"E","AA","2014-04-07 20:16:20"
"E","JC","2014-02-14 09:06:33"
"E","DC","2014-05-29 17:08:41"
"E","DC","2013-11-14 15:45:53"
"E","AA","2014-03-12 16:37:09"
"E","T","2013-09-15 09:54:52"
"E","E","2013-09-26 18:48:23"
"E","AA","2013-08-20 14:44:04"
"E","HF","2014-03-12 16:39:50"
"E","JC","2014-04-17 18:15:42"
"E","AA","2013-10-23 10:12:13"
"E","AA","2013-12-30 16:33:56"
"E","AA","2014-04-12 22:15:14"
"E","AA","2013-08-22 10:12:01"
"E","AA","2013-09-14 22:48:23"
"E","AA","2014-02-19 16:59:16"
"E","JC","2014-03-22 19:08:36"
"E","JC","2014-04-19 09:49:18"
"E","ss","2013-10-20 22:31:45"
"E","ss","2013-08-20 14:42:12"
"E","ss","2013-05-15 13:11:00"
"E","AA","2013-11-15 10:24:23"
"E","ss","2013-10-23 10:08:05"
"E","AA","2014-01-21 10:10:15"
"E","AA","2014-05-30 06:47:28"
"E","DC","2014-01-19 18:57:00"
"E","AA","2014-04-16 08:55:45"
"E","AA","2013-09-16 19:30:00"
"E","DC","2013-08-31 18:12:37"
"E","ss","2013-05-23 08:10:56"
"E","ss","2013-10-25 23:21:04"
"E","ss","2013-08-21 16:25:17"
"E","AA","2013-12-10 10:58:55"
"E","AA","2014-04-16 19:39:27"
"E","T","2013-10-21 18:38:00"
"E","ss","2013-05-30 23:04:15"
